utc_time,symbol,side,price,qty,usd,rsi,pnl_usd
2025-02-19 00:55,XRP-USD,BUY,2.5388025,492.35810977813355,1250.0,36.34962343849193,
2025-02-19 02:05,XRP-USD,SELL,2.5500748876684973,492.35810977813355,1255.5500514851476,60.633682969764244,5.550051485147649
2025-02-19 02:30,BCH-USD,BUY,312.56815000000006,4.00356694330912,1251.3875128712868,14.542795187258747,
2025-02-19 02:50,BCH-USD,SELL,317.12431352970543,4.00356694330912,1269.6284185671257,68.72118145017255,18.24090569583903
2025-02-19 03:40,SOL-USD,BUY,167.100275,7.5161320907176625,1255.9477392952465,36.071055465938784,
2025-02-19 06:10,SOL-USD,SELL,167.2191712431353,7.5161320907176625,1256.8413791637413,62.74966026689662,0.8936398684948628
2025-02-19 06:15,DOT-USD,BUY,4.7160635,266.36010080491286,1256.1711492623701,35.49223385566111,
2025-02-19 06:50,DOT-USD,SELL,4.784822765851223,266.36010080491286,1274.4858742457736,64.27887120267008,18.314724983403515
2025-02-19 08:35,ATOM-USD,BUY,4.578858,275.3415437884776,1260.749830508221,35.25627549547225,
2025-02-19 10:00,ATOM-USD,SELL,4.669995007488766,275.3415437884776,1285.84363484644,74.99237563238172,25.093804338218835
2025-02-19 12:00,LTC-USD,BUY,135.69323500000002,9.337409352741687,1267.023281592776,36.958702925113776,
2025-02-19 15:30,LTC-USD,SELL,136.6849725411882,9.337409352741687,1276.2835409853312,61.31938317019299,9.260259392555483
2025-02-19 15:55,AVAX-USD,BUY,23.515220000000003,53.979437421419604,1269.3383464409148,36.13310964686318,
2025-02-19 16:15,AVAX-USD,SELL,23.764353469795306,53.979437421419604,1282.7864309833117,60.41354626596102,13.448084542396721
2025-02-19 16:45,UNI-USD,BUY,9.45416,134.61802715169978,1272.700367576514,31.323555430480624,
2025-02-19 18:25,UNI-USD,SELL,9.516724912631053,134.61802715169978,1281.1227326838248,60.181397917850695,8.42236510731088
2025-02-19 18:35,LTC-USD,BUY,135.18247,9.430260882593297,1274.8059588533417,36.87561255911641,
