final_equity,max_drawdown_usd,equity_csv,run_log
4966.44,60.37,backtests/equity_90d_20260216_165440.csv,
4964.61,173.88,backtests/equity_90d_20260221_165512.csv,
4964.16,141.42,backtests/equity_90d_20260216_181204.csv,
4964.04,62.11,backtests/equity_90d_20260216_165712.csv,
4961.65,78.38,backtests/equity_90d_20260216_175819.csv,
4961.40,70.45,backtests/equity_90d_20260216_175855.csv,
4959.35,68.98,backtests/equity_90d_20260216_164917.csv,
4959.19,78.38,backtests/equity_90d_20260216_165548.csv,
4958.69,76.05,backtests/equity_90d_20260216_175936.csv,
4956.69,67.77,backtests/equity_90d_20260216_165427.csv,
4956.30,67.76,backtests/equity_90d_20260216_175653.csv,
4955.63,70.44,backtests/equity_90d_20260216_165622.csv,
4954.73,65.82,backtests/equity_90d_20260216_175640.csv,
4954.71,68.98,backtests/equity_90d_20260216_164605.csv,
4954.49,65.81,backtests/equity_90d_20260216_165415.csv,
4953.29,76.79,backtests/equity_90d_20260216_165452.csv,
4953.11,78.87,backtests/equity_90d_20260216_180201.csv,
4952.94,70.50,backtests/equity_90d_20260216_165323.csv,
4952.90,70.54,backtests/equity_90d_20260216_175549.csv,
4951.77,78.91,backtests/equity_90d_20260216_165400.csv,
4951.77,78.91,backtests/equity_90d_20260216_175628.csv,
4950.85,68.42,backtests/equity_90d_20260216_175536.csv,
4950.42,72.14,backtests/equity_90d_20260216_180353.csv,
4950.30,76.75,backtests/equity_90d_20260216_175718.csv,
4950.22,69.05,backtests/equity_90d_20260216_165309.csv,
4949.04,79.69,backtests/equity_90d_20260216_175843.csv,
4948.16,79.69,backtests/equity_90d_20260216_165611.csv,
4948.04,79.49,backtests/equity_90d_20260216_165348.csv,
4948.04,79.49,backtests/equity_90d_20260216_175615.csv,
4945.93,80.12,backtests/equity_90d_20260216_165657.csv,
4945.92,80.98,backtests/equity_90d_20260216_175603.csv,
4945.19,81.55,backtests/equity_90d_20260216_165336.csv,
4931.47,89.07,backtests/equity_90d_20260216_164922.csv,
4927.03,355.37,backtests/equity_90d_20260227_020255.csv,
4927.03,355.37,backtests/equity_90d_20260227_020455.csv,
4922.47,269.25,backtests/equity_90d_20260225_025012.csv,
4922.47,269.25,backtests/equity_90d_20260225_025139.csv,
4916.02,802.88,backtests/equity_90d_20260221_030226.csv,
4914.95,802.88,backtests/equity_90d_20260221_020159.csv,
4901.81,113.16,backtests/equity_90d_20260216_164928.csv,
4846.83,157.87,backtests/equity_90d_20260216_164934.csv,
4825.12,334.36,backtests/equity_90d_20260217_005005.csv,
4825.12,334.36,backtests/equity_90d_20260217_005227.csv,
4825.12,334.36,backtests/equity_90d_20260217_005447.csv,
4825.12,334.36,backtests/equity_90d_20260217_005621.csv,
4825.12,334.36,backtests/equity_90d_20260217_005958.csv,
4825.12,334.36,backtests/equity_90d_20260217_010224.csv,
4825.12,334.36,backtests/equity_90d_20260217_010454.csv,
4825.12,334.36,backtests/equity_90d_20260217_010904.csv,
4825.12,334.36,backtests/equity_90d_20260217_011235.csv,
4761.28,660.78,backtests/equity_90d_20260227_050019.csv,
4722.78,412.95,backtests/equity_90d_20260223_183544.csv,
4690.03,343.20,backtests/equity_90d_20260217_113613.csv,
4680.15,410.02,backtests/equity_90d_20260222_100031.csv,
4669.93,365.89,backtests/equity_90d_20260221_232553.csv,
4661.25,962.51,backtests/equity_90d_20260223_191551.csv,
4634.17,404.13,backtests/equity_90d_20260228_204323.csv,
4634.17,404.13,backtests/equity_90d_20260228_204948.csv,
4608.80,504.36,backtests/equity_90d_20260223_184402.csv,
4604.53,1015.20,backtests/equity_90d_20260218_004827.csv,
4604.37,402.85,backtests/equity_90d_20260228_171024.csv,
4604.37,402.85,backtests/equity_90d_20260228_171453.csv,
4599.76,400.38,backtests/equity_90d_20260301_020723.csv,
4599.76,400.38,backtests/equity_90d_20260301_022217.csv,
4599.71,400.46,backtests/equity_90d_20260301_021058.csv,
4599.46,401.18,backtests/equity_90d_20260301_020339.csv,
4599.46,401.18,backtests/equity_90d_20260301_021825.csv,
4599.46,400.54,backtests/equity_90d_20260301_021424.csv,
4592.68,627.09,backtests/equity_90d_20260228_122011.csv,
4589.09,993.61,backtests/equity_90d_20260227_021026.csv,
4588.24,1011.44,backtests/equity_90d_20260217_172829.csv,
4581.68,451.58,backtests/equity_90d_20260227_020801.csv,
4579.23,451.86,backtests/equity_90d_20260223_184753.csv,
4572.45,989.35,backtests/equity_90d_20260227_023425.csv,
4570.84,1089.29,backtests/equity_90d_20260227_023931.csv,
4567.20,868.96,backtests/equity_90d_20260223_095358.csv,
4563.21,880.19,backtests/equity_90d_20260224_011006.csv,
4562.86,766.39,backtests/equity_90d_20260227_042747.csv,
4562.22,446.93,backtests/equity_90d_20260217_115051.csv,
4561.75,987.03,backtests/equity_90d_20260227_021317.csv,
4561.69,868.96,backtests/equity_90d_20260223_075447.csv,
4561.69,868.96,backtests/equity_90d_20260223_082609.csv,
4558.90,867.38,backtests/equity_90d_20260223_091250.csv,
4555.12,486.29,backtests/equity_90d_20260227_033903.csv,
4554.97,486.37,backtests/equity_90d_20260227_051428.csv,
4554.97,486.37,backtests/equity_90d_20260227_072329.csv,
4554.06,622.12,backtests/equity_90d_20260228_022332.csv,
4551.75,1148.00,backtests/equity_90d_20260227_013559.csv,
4551.75,1148.00,backtests/equity_90d_20260227_013715.csv,
4546.50,865.02,backtests/equity_90d_20260223_104247.csv,
4540.34,764.58,backtests/equity_90d_20260221_225254.csv,
4536.64,1137.87,backtests/equity_90d_20260227_014023.csv,
4536.64,1137.87,backtests/equity_90d_20260227_014142.csv,
4520.52,1140.12,backtests/equity_90d_20260227_035913.csv,
4519.12,739.51,backtests/equity_90d_20260224_183532.csv,
4514.11,958.92,backtests/equity_90d_20260223_194918.csv,
4511.40,502.01,backtests/equity_90d_20260228_123219.csv,
4506.13,796.45,backtests/equity_90d_20260222_071526.csv,
4501.00,1128.09,backtests/equity_90d_20260227_023345.csv,
4497.56,882.34,backtests/equity_90d_20260224_074919.csv,
4487.48,878.25,backtests/equity_90d_20260223_203222.csv,
4480.52,750.91,backtests/equity_90d_20260226_015952.csv,
4480.52,750.91,backtests/equity_90d_20260226_020520.csv,
4478.94,756.59,backtests/equity_90d_20260226_021043.csv,
4465.51,649.12,backtests/equity_90d_20260227_021338.csv,
4465.51,649.12,backtests/equity_90d_20260227_021648.csv,
4461.44,708.41,backtests/equity_90d_20260220_084139.csv,
4461.44,708.41,backtests/equity_90d_20260221_231519.csv,
4460.92,609.72,backtests/equity_90d_20260228_032459.csv,
4460.26,765.28,backtests/equity_90d_20260224_190134.csv,
4459.32,874.66,backtests/equity_90d_20260224_025015.csv,
4455.42,547.49,backtests/equity_90d_20260227_024731.csv,
4453.31,1029.91,backtests/equity_90d_20260223_182426.csv,
4448.93,609.02,backtests/equity_90d_20260228_011257.csv,
4445.87,611.15,backtests/equity_90d_20260227_020222.csv,
4443.18,870.60,backtests/equity_90d_20260222_102856.csv,
4442.89,835.20,backtests/equity_90d_20260224_181239.csv,
4440.30,611.28,backtests/equity_90d_20260228_021531.csv,
4439.48,966.60,backtests/equity_90d_20260223_041106.csv,
4439.36,759.20,backtests/equity_90d_20260225_075449.csv,
4439.22,607.69,backtests/equity_90d_20260228_015635.csv,
4437.01,880.31,backtests/equity_90d_20260225_120601.csv,
4437.01,880.31,backtests/equity_90d_20260225_120608.csv,
4436.94,911.61,backtests/equity_90d_20260222_080558.csv,
4436.27,610.72,backtests/equity_90d_20260228_013421.csv,
4434.15,713.61,backtests/equity_90d_20260225_015551.csv,
4427.50,606.86,backtests/equity_90d_20260228_012443.csv,
4422.20,964.79,backtests/equity_90d_20260223_102305.csv,
4417.46,961.81,backtests/equity_90d_20260223_035440.csv,
4414.09,744.19,backtests/equity_90d_20260224_171059.csv,
4409.97,829.08,backtests/equity_90d_20260224_183039.csv,
4401.93,659.91,backtests/equity_90d_20260222_095455.csv,
4401.93,659.91,backtests/equity_90d_20260223_184028.csv,
4400.76,602.95,backtests/equity_90d_20260228_110831.csv,
4400.10,1111.82,backtests/equity_90d_20260221_031943.csv,
4399.63,602.27,backtests/equity_90d_20260228_110344.csv,
4399.42,600.73,backtests/equity_90d_20260228_121027.csv,
4398.67,601.33,backtests/equity_90d_20260228_032030.csv,
4398.62,601.78,backtests/equity_90d_20260228_022657.csv,
4398.11,853.89,backtests/equity_90d_20260222_121212.csv,
4397.54,603.19,backtests/equity_90d_20260228_020620.csv,
4397.10,867.66,backtests/equity_90d_20260227_022117.csv,
4395.34,631.72,backtests/equity_90d_20260224_171703.csv,
4394.18,959.84,backtests/equity_90d_20260223_082554.csv,
4391.49,958.09,backtests/equity_90d_20260223_091309.csv,
4381.71,1110.56,backtests/equity_90d_20260222_153403.csv,
4381.23,955.86,backtests/equity_90d_20260223_093424.csv,
4380.38,878.96,backtests/equity_90d_20260217_011358.csv,
4380.38,878.96,backtests/equity_90d_20260217_011759.csv,
4379.75,955.20,backtests/equity_90d_20260223_121740.csv,
4379.75,955.20,backtests/equity_90d_20260223_121754.csv,
4378.11,932.47,backtests/equity_90d_20260223_185514.csv,
4378.07,781.92,backtests/equity_90d_20260223_092306.csv,
4375.69,955.73,backtests/equity_90d_20260224_020831.csv,
4375.36,782.07,backtests/equity_90d_20260223_100525.csv,
4370.59,818.99,backtests/equity_90d_20260225_075437.csv,
4369.40,715.61,backtests/equity_90d_20260217_011515.csv,
4366.72,633.49,backtests/equity_90d_20260227_023309.csv,
4366.60,1101.30,backtests/equity_90d_20260227_075346.csv,
4363.74,781.06,backtests/equity_90d_20260223_085916.csv,
4363.57,954.55,backtests/equity_90d_20260223_185444.csv,
4361.08,641.92,backtests/equity_90d_20260227_045138.csv,
4361.08,641.92,backtests/equity_90d_20260227_090414.csv,
4359.88,951.28,backtests/equity_90d_20260223_115305.csv,
4355.54,779.96,backtests/equity_90d_20260223_105400.csv,
4348.97,953.46,backtests/equity_90d_20260222_064811.csv,
4348.08,803.59,backtests/equity_90d_20260222_122504.csv,
4345.06,946.58,backtests/equity_90d_20260223_174900.csv,
4344.30,946.18,backtests/equity_90d_20260223_201003.csv,
4343.68,947.33,backtests/equity_90d_20260223_121425.csv,
4341.40,1053.45,backtests/equity_90d_20260223_181804.csv,
4340.67,948.37,backtests/equity_90d_20260222_111251.csv,
4340.67,948.37,backtests/equity_90d_20260222_111314.csv,
4339.82,664.66,backtests/equity_90d_20260225_020729.csv,
4338.11,704.74,backtests/equity_90d_20260227_021931.csv,
4337.92,945.64,backtests/equity_90d_20260223_163604.csv,
4337.69,947.90,backtests/equity_90d_20260224_074923.csv,
4337.04,796.19,backtests/equity_90d_20260223_200023.csv,
4334.33,944.54,backtests/equity_90d_20260223_172421.csv,
4332.40,944.12,backtests/equity_90d_20260223_165936.csv,
4327.62,676.96,backtests/equity_90d_20260217_115147.csv,
4318.53,717.80,backtests/equity_90d_20260224_192401.csv,
4315.34,713.84,backtests/equity_90d_20260224_182324.csv,
4314.64,713.72,backtests/equity_90d_20260224_184126.csv,
4310.44,940.98,backtests/equity_90d_20260224_023712.csv,
4310.44,940.98,backtests/equity_90d_20260224_023723.csv,
4305.07,932.97,backtests/equity_90d_20260222_103659.csv,
4301.91,723.89,backtests/equity_90d_20260225_081217.csv,
4301.25,724.56,backtests/equity_90d_20260225_081443.csv,
4291.91,936.91,backtests/equity_90d_20260222_121200.csv,
4289.03,719.22,backtests/equity_90d_20260227_081335.csv,
4288.73,718.05,backtests/equity_90d_20260227_041502.csv,
4286.89,923.99,backtests/equity_90d_20260222_095002.csv,
4283.66,936.04,backtests/equity_90d_20260222_113542.csv,
4278.39,1073.75,backtests/equity_90d_20260227_013125.csv,
4278.39,1073.75,backtests/equity_90d_20260227_013231.csv,
4277.03,882.28,backtests/equity_90d_20260227_035411.csv,
4277.03,882.28,backtests/equity_90d_20260227_074553.csv,
4275.41,796.40,backtests/equity_90d_20260225_122825.csv,
4275.41,796.40,backtests/equity_90d_20260225_122833.csv,
4259.54,1136.64,backtests/equity_90d_20260221_205648.csv,
4259.54,744.71,backtests/equity_90d_20260217_115332.csv,
4259.54,744.71,backtests/equity_90d_20260217_115500.csv,
4255.58,956.30,backtests/equity_90d_20260227_034542.csv,
4243.40,1132.34,backtests/equity_90d_20260223_015730.csv,
4243.40,1132.34,backtests/equity_90d_20260223_015824.csv,
4239.92,1067.91,backtests/equity_90d_20260227_035053.csv,
4234.91,1066.65,backtests/equity_90d_20260227_022440.csv,
4233.83,768.87,backtests/equity_90d_20260224_184559.csv,
4233.28,1066.24,backtests/equity_90d_20260227_074131.csv,
4230.64,1058.41,backtests/equity_90d_20260227_021808.csv,
4227.72,1111.31,backtests/equity_90d_20260223_062715.csv,
4227.72,1111.31,backtests/equity_90d_20260223_062742.csv,
4226.17,1064.45,backtests/equity_90d_20260227_021620.csv,
4223.98,903.52,backtests/equity_90d_20260217_154726.csv,
4203.72,889.31,backtests/equity_90d_20260225_114752.csv,
4203.72,889.31,backtests/equity_90d_20260225_114913.csv,
4201.67,865.75,backtests/equity_90d_20260227_015606.csv,
4199.80,914.50,backtests/equity_90d_20260225_103704.csv,
4199.80,914.50,backtests/equity_90d_20260225_103711.csv,
4197.86,836.29,backtests/equity_90d_20260221_230421.csv,
4196.54,872.52,backtests/equity_90d_20260222_112347.csv,
4196.54,872.52,backtests/equity_90d_20260222_114717.csv,
4192.97,864.32,backtests/equity_90d_20260227_042410.csv,
4185.72,875.93,backtests/equity_90d_20260222_122457.csv,
4180.50,868.34,backtests/equity_90d_20260223_092327.csv,
4179.84,868.50,backtests/equity_90d_20260223_103412.csv,
4179.69,861.80,backtests/equity_90d_20260227_015118.csv,
4178.60,888.83,backtests/equity_90d_20260225_121147.csv,
4178.60,888.83,backtests/equity_90d_20260225_121154.csv,
4178.41,868.50,backtests/equity_90d_20260223_094455.csv,
4175.69,867.38,backtests/equity_90d_20260223_085903.csv,
4167.68,865.46,backtests/equity_90d_20260223_122833.csv,
4167.68,865.46,backtests/equity_90d_20260223_122843.csv,
4167.09,866.77,backtests/equity_90d_20260223_042430.csv,
4163.42,857.41,backtests/equity_90d_20260227_083608.csv,
4163.28,1055.77,backtests/equity_90d_20260222_070131.csv,
4159.46,863.99,backtests/equity_90d_20260223_122542.csv,
4157.78,866.78,backtests/equity_90d_20260224_091253.csv,
4155.21,1048.76,backtests/equity_90d_20260226_191502.csv,
4154.89,864.90,backtests/equity_90d_20260223_202124.csv,
4153.67,864.35,backtests/equity_90d_20260223_170600.csv,
4152.11,873.76,backtests/equity_90d_20260223_171334.csv,
4148.15,864.71,backtests/equity_90d_20260224_021933.csv,
4146.34,862.38,backtests/equity_90d_20260223_173744.csv,
4145.95,859.30,backtests/equity_90d_20260223_190552.csv,
4144.60,1106.36,backtests/equity_90d_20260223_071452.csv,
4144.60,1106.36,backtests/equity_90d_20260223_071519.csv,
4144.03,872.60,backtests/equity_90d_20260223_180417.csv,
4135.38,880.45,backtests/equity_90d_20260224_150308.csv,
4125.92,887.26,backtests/equity_90d_20260223_120432.csv,
4125.77,1034.50,backtests/equity_90d_20260227_022430.csv,
4124.50,878.39,backtests/equity_90d_20260224_030809.csv,
4122.63,1045.52,backtests/equity_90d_20260219_171332.csv,
4121.97,886.88,backtests/equity_90d_20260223_204329.csv,
4120.48,884.73,backtests/equity_90d_20260223_190537.csv,
4112.68,933.08,backtests/equity_90d_20260221_224152.csv,
4111.50,889.07,backtests/equity_90d_20260224_091249.csv,
4108.10,917.35,backtests/equity_90d_20260223_183131.csv,
4106.36,1212.77,backtests/equity_90d_20260219_144313.csv,
4106.27,1191.77,backtests/equity_90d_20260219_130546.csv,
4103.62,1030.07,backtests/equity_90d_20260227_044818.csv,
4095.94,1028.14,backtests/equity_90d_20260227_025305.csv,
4088.15,1029.01,backtests/equity_90d_20260221_041333.csv,
4076.43,923.57,backtests/equity_90d_20260224_012037.csv,
4071.59,1032.99,backtests/equity_90d_20260221_153741.csv,
4067.57,1031.98,backtests/equity_90d_20260221_145026.csv,
4061.12,1019.40,backtests/equity_90d_20260227_085953.csv,
4060.90,1019.34,backtests/equity_90d_20260227_024410.csv,
4059.80,1058.52,backtests/equity_90d_20260221_123111.csv,
4059.50,951.02,backtests/equity_90d_20260223_192607.csv,
4058.48,1058.18,backtests/equity_90d_20260221_085144.csv,
4057.22,967.98,backtests/equity_90d_20260227_014600.csv,
4052.43,1018.73,backtests/equity_90d_20260227_090946.csv,
4052.27,1056.87,backtests/equity_90d_20260220_081835.csv,
4050.02,1064.60,backtests/equity_90d_20260222_233223.csv,
4050.02,1064.60,backtests/equity_90d_20260222_233310.csv,
4045.30,1014.44,backtests/equity_90d_20260220_110331.csv,
4044.24,1067.93,backtests/equity_90d_20260221_095724.csv,
4044.12,1015.59,backtests/equity_90d_20260227_020038.csv,
4043.85,1054.37,backtests/equity_90d_20260221_195444.csv,
4040.11,1017.58,backtests/equity_90d_20260228_010718.csv,
4035.18,1023.76,backtests/equity_90d_20260221_172900.csv,
4033.39,1009.72,backtests/equity_90d_20260218_001707.csv,
4031.75,1012.03,backtests/equity_90d_20260228_012955.csv,
4031.75,1012.03,backtests/equity_90d_20260228_021111.csv,
4031.29,1015.36,backtests/equity_90d_20260228_015206.csv,
4030.68,1011.64,backtests/equity_90d_20260221_115221.csv,
4028.44,1010.21,backtests/equity_90d_20260227_041141.csv,
4025.42,1008.43,backtests/equity_90d_20260228_011909.csv,
4023.40,1020.77,backtests/equity_90d_20260221_135515.csv,
4021.64,1013.29,backtests/equity_90d_20260220_071250.csv,
4020.49,1008.28,backtests/equity_90d_20260219_232916.csv,
4019.94,1008.96,backtests/equity_90d_20260220_163645.csv,
4019.80,1008.05,backtests/equity_90d_20260227_023839.csv,
4019.41,1006.98,backtests/equity_90d_20260226_154914.csv,
4018.39,1047.73,backtests/equity_90d_20260220_145702.csv,
4017.99,1009.14,backtests/equity_90d_20260221_043629.csv,
4016.89,1019.12,backtests/equity_90d_20260222_044243.csv,
4011.28,1004.94,backtests/equity_90d_20260226_193603.csv,
4011.11,1006.72,backtests/equity_90d_20260221_185437.csv,
4011.06,1010.12,backtests/equity_90d_20260222_184657.csv,
4011.06,1010.12,backtests/equity_90d_20260222_184750.csv,
4010.86,1026.36,backtests/equity_90d_20260226_025107.csv,
4010.54,1005.07,backtests/equity_90d_20260226_192653.csv,
4008.04,1008.63,backtests/equity_90d_20260221_101919.csv,
4006.53,1006.35,backtests/equity_90d_20260226_120127.csv,
4005.18,1016.15,backtests/equity_90d_20260222_001815.csv,
4004.35,1006.20,backtests/equity_90d_20260227_045647.csv,
4003.95,1024.59,backtests/equity_90d_20260226_075931.csv,
4003.51,1005.89,backtests/equity_90d_20260226_185340.csv,
4003.33,1004.52,backtests/equity_90d_20260222_142800.csv,
4002.61,1012.52,backtests/equity_90d_20260221_035157.csv,
4002.39,1002.45,backtests/equity_90d_20260220_182921.csv,
4001.76,1024.03,backtests/equity_90d_20260226_052952.csv,
4001.73,1003.18,backtests/equity_90d_20260226_173827.csv,
4001.26,1004.25,backtests/equity_90d_20260221_080757.csv,
4000.92,1035.18,backtests/equity_90d_20260220_022900.csv,
4000.49,1006.09,backtests/equity_90d_20260226_133407.csv,
3999.67,1001.65,backtests/equity_90d_20260227_023008.csv,
3999.03,1039.46,backtests/equity_90d_20260222_150106.csv,
3998.85,1002.22,backtests/equity_90d_20260228_020203.csv,
3998.84,1004.12,backtests/equity_90d_20260226_100458.csv,
3998.67,1008.64,backtests/equity_90d_20260226_165111.csv,
3998.08,1014.35,backtests/equity_90d_20260222_052316.csv,
3997.64,1017.49,backtests/equity_90d_20260221_002838.csv,
3996.34,1003.88,backtests/equity_90d_20260227_080916.csv,
3995.76,1010.14,backtests/equity_90d_20260226_090257.csv,
3995.48,1055.06,backtests/equity_90d_20260221_131313.csv,
3995.46,1004.54,backtests/equity_90d_20260220_091659.csv,
3994.58,1010.93,backtests/equity_90d_20260223_054925.csv,
3994.58,1010.93,backtests/equity_90d_20260223_055001.csv,
3994.10,1012.09,backtests/equity_90d_20260220_193600.csv,
3992.99,1011.11,backtests/equity_90d_20260220_141729.csv,
3991.43,1010.87,backtests/equity_90d_20260220_175753.csv,
3985.04,1021.53,backtests/equity_90d_20260226_071527.csv,
3914.47,1087.12,backtests/equity_90d_20260216_164451.csv,
3914.47,1087.12,backtests/equity_90d_20260216_164518.csv,
3815.00,1395.32,backtests/equity_90d_20260217_130110.csv,
3506.38,1496.75,backtests/equity_90d_20260217_120207.csv,
