utc_time,symbol,side,price,qty,usd,rsi,pnl_usd
2024-06-04 00:15,ETH-USD,BUY,3761.543865,0.6646207221619094,2500.0,29.373413787832447,
2024-06-04 02:00,ETH-USD,SELL,3777.2441337993005,0.6646207221619094,2510.434723987527,62.92095305025049,10.434723987527109
2024-06-04 02:20,BCH-USD,BUY,465.29690000000005,5.384126483528609,2505.2173619937635,35.778979367527455,
2024-06-04 02:35,BCH-USD,SELL,466.5002496255616,5.384126483528609,2511.696348581693,69.75485498809671,6.478986587930141
2024-06-04 02:50,ADA-USD,BUY,0.45868700000000007,5468.776868077202,2508.456855287728,34.89137547545664,
2024-06-04 10:15,ADA-USD,SELL,0.45481777333999,5468.776868077202,2487.2969180321174,60.575771191558516,-21.159937255610576
2024-06-04 11:35,BCH-USD,BUY,466.59885,5.353371288120241,2497.876886659923,34.87858038316958,
2024-06-04 13:50,BCH-USD,SELL,468.8966550174738,5.353371288120241,2510.1778900661657,69.89830586724119,12.301003406242671
2024-06-04 14:15,LINK-USD,BUY,17.733560500000003,141.20274314698642,2504.0273883630443,35.689964094406506,
2024-06-04 15:20,LINK-USD,SELL,17.761357963055417,141.20274314698642,2507.952466398996,65.40740160689084,3.925078035951479
2024-06-04 17:30,XRP-USD,BUY,0.5273899,4751.683578659774,2505.98992738102,33.78888196481982,
2024-06-04 19:55,XRP-USD,SELL,0.5268097853220169,4751.683578659774,2503.2334059919085,64.71127342147628,-2.7565213891114357
2024-06-04 20:05,AVAX-USD,BUY,35.643385,70.26862534763363,2504.6116666864646,34.88487428598003,
2024-06-04 21:35,AVAX-USD,SELL,35.766350474288565,70.26862534763363,2513.2522815299417,60.48510772726969,8.640614843477099
2024-06-04 21:40,LINK-USD,BUY,17.655443500000004,142.10529314135906,2508.931974108203,36.13205821928399,
2024-06-04 22:25,LINK-USD,SELL,17.67948077883175,142.10529314135906,2512.3477986629086,62.41582484063044,3.4158245547057238
2024-06-04 23:00,DOT-USD,BUY,7.1907700000000006,349.1475720104461,2510.6398863855557,31.634905135114735,
2024-06-04 23:50,DOT-USD,SELL,7.186220668996505,349.1475720104461,2509.0514985114132,60.372670018145286,-1.5883878741423483
2024-06-05 00:15,BCH-USD,BUY,472.20725000000004,5.315135869787015,2509.8456924484844,28.61192392570942,
2024-06-05 01:35,BCH-USD,SELL,480.37943085371944,5.315135869787015,2553.281944038475,64.35418253407832,43.43625158999063
2024-06-05 02:10,ETH-USD,BUY,3811.7190150000006,0.6641527899305241,2531.5638182434795,35.3917499430942,
2024-06-05 06:40,ETH-USD,SELL,3799.940089865202,0.6641527899305241,2523.7408122528204,61.237568732516735,-7.823005990659235
2024-06-05 07:50,LTC-USD,BUY,83.90567,30.124928568571708,2527.65231524815,25.412792457102242,
2024-06-05 09:05,LTC-USD,SELL,84.03394907638541,30.124928568571708,2531.5167132611027,63.44804233460733,3.8643980129528575
2024-06-05 09:20,UNI-USD,BUY,11.212794,225.5980547091676,2529.5845142546264,31.820099230315478,
2024-06-05 12:45,UNI-USD,SELL,11.252121817274089,225.5980547091676,2538.4567933276185,64.175233539159,8.872279072991967
2024-06-05 13:00,LINK-USD,BUY,17.814682,142.24338406888893,2534.0206537911226,33.716646279805374,
2024-06-05 15:35,LINK-USD,SELL,17.738392411382925,142.24338406888893,2523.168964537006,61.27899591669346,-10.851689254116282
2024-06-05 16:45,ETH-USD,BUY,3803.8572400000003,0.6647449285357682,2528.5948091640644,35.973861472164955,
2024-06-05 17:05,ETH-USD,SELL,3812.8507239141286,0.6647449285357682,2534.5731819858493,60.18282094544904,5.97837282178481
2024-06-05 17:25,XRP-USD,BUY,0.5291926,4783.861292797664,2531.583995574957,33.1432433093714,
2024-06-05 20:40,XRP-USD,SELL,0.5262106839740389,4783.861292797664,2517.318922919989,62.39395649684827,-14.265072654968318
2024-06-05 21:15,LINK-USD,BUY,17.7856385,141.93763463973883,2524.451459247473,35.27127860116862,
2024-06-06 01:45,LINK-USD,SELL,17.723414877683474,141.93763463973883,2515.6195854771486,61.23655711863519,-8.831873770324263
2024-06-06 01:45,UNI-USD,BUY,11.194767,225.1083494960021,2520.035522362311,37.02403453764307,
2024-06-06 02:00,UNI-USD,SELL,11.221168247628556,225.1083494960021,2525.97866364061,62.35409190508286,5.94314127829943
2024-06-06 02:20,ATOM-USD,BUY,8.664978,291.17293696550195,2523.007093001461,37.858418155718475,
2024-06-06 05:10,ATOM-USD,SELL,8.632051922116824,291.17293696550195,2513.4199102014622,61.693608410991146,-9.587182799998995
2024-06-06 05:15,ADA-USD,BUY,0.45968850000000006,5478.086794865352,2518.2135016014618,35.61856645334207,
2024-06-06 09:05,ADA-USD,SELL,0.4584123814278582,5478.086794865352,2511.222813302729,62.16826922286176,-6.990688298732873
2024-06-06 09:20,LINK-USD,BUY,17.360001,144.8570283752919,2514.7181574520955,34.40693800293084,
2024-06-06 10:00,LINK-USD,SELL,17.391912131802293,144.8570283752919,2519.340709177068,63.04881682471844,4.622551724972387
